site_ref,job,suffix,item,description,oper_num,sequence,Material,MaterialDescription,matl_qty,qty_issued
HPI,3J00000225,1,NEB3243910,UL PLASTIC SCREW SET for SP SWITCH,10,1,NE03243091,co)M2.6x24 SP-SWITCH BREAK SCREW,1.00000000,656.00000000
HPI,3J00000225,1,NEB3243910,UL PLASTIC SCREW SET for SP SWITCH,10,2,NT02600131,NUT M2.6 PET,1.00000000,656.00000000
HPI,3J00000225,1,NEB3243910,UL PLASTIC SCREW SET for SP SWITCH,10,3,BI00000100,LDPE POLY BAG 0.03 X 60 X 120mm,1.00000000,656.00000000
HPI,3J00000226,1,NEB3243910,UL PLASTIC SCREW SET for SP SWITCH,10,1,NE03243091,co)M2.6x24 SP-SWITCH BREAK SCREW,1.00000000,632.00000000
HPI,3J00000226,1,NEB3243910,UL PLASTIC SCREW SET for SP SWITCH,10,2,NT02600131,NUT M2.6 PET,1.00000000,632.00000000
HPI,3J00000226,1,NEB3243910,UL PLASTIC SCREW SET for SP SWITCH,10,3,BI00000100,LDPE POLY BAG 0.03 X 60 X 120mm,1.00000000,632.00000000
HPI,3J00000230,1,NZB030225P,HP NOZZLE 10-32 UNF BLOCK w/ O-ring & Ma,10,1,NZ00300215-02,co)NOZZLE #10-32UNF BRASS,1.00000000,500.00000000
HPI,3J00000230,1,NZB030225P,HP NOZZLE 10-32 UNF BLOCK w/ O-ring & Ma,10,2,OR00300100-01,80HP O-RING D3.3 NBR Hs70,1.00000000,500.00000000
HPI,3J00000230,1,NZB030225P,HP NOZZLE 10-32 UNF BLOCK w/ O-ring & Ma,10,3,BI00000100,LDPE POLY BAG 0.03 X 60 X 120mm,1.00000000,500.00000000
HPI,3J00000230,1,NZB030225P,HP NOZZLE 10-32 UNF BLOCK w/ O-ring & Ma,10,4,KA00001000-00,HP ALARM FITTING INSTALLATION MANUAL (15,1.00000000,500.00000000
HPI,3J00000234,1,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,10,1,RC03220300,INSULATION WIRE UL1015 AWG18 G/Y 305m/RO,0.09000000,72.00000000
HPI,3J00000234,1,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,10,2,TA12500200,TERMINAL R1.25-4,2.00000000,1600.00000000
HPI,3J00000235,1,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,10,1,RC03220300,INSULATION WIRE UL1015 AWG18 G/Y 305m/RO,0.09000000,63.00000000
HPI,3J00000235,1,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,10,2,TA12500200,TERMINAL R1.25-4,2.00000000,1400.00000000
HPI,3J00000236,1,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,10,1,RC03220300,INSULATION WIRE UL1015 AWG18 G/Y 305m/RO,0.09000000,54.00000000
HPI,3J00000236,1,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,10,2,TA12500200,TERMINAL R1.25-4,2.00000000,1200.00000000
HPI,3J00000244,1,RDB4000100,HP-40 ROD [MAGNETIZED],10,1,RD04000100-07,xx)co)HP-40 ROD,1.00000000,19.00000000
HPI,3J00000247,1,RDB4600400,80HP MAGNETIZED FERRITE ROD,10,1,RD04600400-00,xx)co)80HP UNMAGNETIZED FERRITE ROD,1.00000000,1000.00000000
HPI,3J00000248,1,RDB4600400,80HP MAGNETIZED FERRITE ROD,10,1,RD04600400-00,xx)co)80HP UNMAGNETIZED FERRITE ROD,1.00000000,500.00000000
HPI,3J00000249,1,RDB4600400,80HP MAGNETIZED FERRITE ROD,10,1,RD04600400-00,xx)co)80HP UNMAGNETIZED FERRITE ROD,1.00000000,500.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,1,SW00200400-07,co)SP SWITCH BEAM,1.00000000,626.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,2,NT02600131,NUT M2.6 PET,1.00000000,626.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,3,NT03090340-B,M3 LEAD LOCK NUT (trivalent) (P),1.00000000,626.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,4,SW00200100,xx)co)SP SWITCH SPRING ELECTRODE,1.00000000,626.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,5,SW00200300,xx)co)SP SWITCH L-TYPE LEVER,1.00000000,626.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,6,NE03220130,M3X22 SUS PAN HEAD,1.00000000,626.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,7,NE03243091,co)M2.6x24 SP-SWITCH BREAK SCREW,1.00000000,626.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,8,NE040607A0,M4X6 FE+PAN B1 TAPPING (trivalent),2.00000000,1252.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,9,SR08030523,co)SP SWITCH COLLAR,1.00000000,626.00000000
HPI,3J00000251,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,10,WA03090110,WASHER M3X8X0.5 (trivalent),1.00000000,626.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,1,SW00200400-07,co)SP SWITCH BEAM,1.00000000,552.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,2,NT02600131,NUT M2.6 PET,1.00000000,552.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,3,NT03090340-B,M3 LEAD LOCK NUT (trivalent) (P),1.00000000,552.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,4,SW00200100,xx)co)SP SWITCH SPRING ELECTRODE,1.00000000,552.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,5,SW00200300,xx)co)SP SWITCH L-TYPE LEVER,1.00000000,552.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,6,NE03220130,M3X22 SUS PAN HEAD,1.00000000,552.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,7,NE03243091,co)M2.6x24 SP-SWITCH BREAK SCREW,1.00000000,552.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,8,NE040607A0,M4X6 FE+PAN B1 TAPPING (trivalent),2.00000000,1104.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,9,SR08030523,co)SP SWITCH COLLAR,1.00000000,552.00000000
HPI,3J00000252,1,SWB0204010,HP-80 SWITCH BLOCK (UL),10,10,WA03090110,WASHER M3X8X0.5 (trivalent),1.00000000,552.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,1,EMB400319P,C-1525 EM D0.23x2300T A'SSY,1.00000000,756.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,2,CS02900301-06,co)05CB/15CH CASING PBT SK602,2.00000000,1512.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,3,OR10000400-00,O-RING TYPE P-6 NBR Hs70 BLACK,2.00000000,1512.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,4,VC0200031P-02A,co)C-5B VALVE COVER,2.00000000,1512.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,5,VV01000100-04,co)kp)6E AIR VALVE E551,4.00000000,3024.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,6,DF03300830,co)kp)15CH DIAPHRAGM 33x4.5x1.2 E5020-3,2.00000000,1512.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,7,CS02900312-09,co)05CB DIAPHRAGM BASE w/o INSERT NUT,2.00000000,1512.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,8,SP01400300-04,co)C-1525 CENTER PLATE D14 PBT,2.00000000,1512.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,9,NE030812A0,M3X8 TAPPING B1,2.00000000,1512.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,10,RDB3000640-B,C-1525 SP MAGNETIZED FERRITE ROD (,1.00000000,756.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,11,FM01670700-00B,co)05CB YOKE A ZAM,1.00000000,756.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,12,NE030813A0,M3 X 8 P-TITE TAPPING FE+PAN (trivalent),8.00000000,6048.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,13,NE040801A8,M4X8P FE+PAN (trivalent),2.00000000,1512.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,14,LV00520900-00,C-1525-305E UL LABEL,1.00000000,756.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,15,NE046301A0,M4X63  HALF SCREW (trivalent),4.00000000,3024.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,16,DB00500751,xx)co)C-15H PAD,0.08300000,63.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,17,DB00500752,C-15H PARTITION,0.08300000,63.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,18,DB00500780-00,C-1525-305E CARTON BOX,0.08300000,63.00000000
HPI,3J00000262,1,15CE22005P,C-1525-305E,10,19,CSB2900560,xx)co)C-1525 TANK K,1.00000000,756.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,1,FM03270900-01,80HP FRAME ZAM w/ M4 TAP 16.2,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,2,NE047001A0,M4X70 FE,6.00000000,1872.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,3,CG00300401-01,co)HP FRAME LEAD BUSHING D13,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,4,DK00600300-01,co)V.C.R. TYPE B2,4.00000000,1248.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,5,SR08051701,SPACER 8-5-17 (HP-80),6.00000000,1872.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,6,EM1660413P,60HP EM0.55*1205T 2P,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,7,EM1660414P,60HP EM0.55*1205T P3P,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,8,NT04090410,NUT M4 typeII (trivalent),6.00000000,1872.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,9,DFB6602001,HP-80 DF BLOCK,2.00000000,624.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,10,WA04090110-B,M4xD10x0.8 PLAIN WASHER (trivalent) (P),2.00000000,624.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,11,NT04090340-B,M4 LEAD LOCK NUT (trivalent) (P),2.00000000,624.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,12,RDB4600400,80HP MAGNETIZED FERRITE ROD,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,13,CSB6401012,HP-60/80 CASING BLOCK,2.00000000,624.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,14,NE042005A0,M4X20 P=2 (trivalent),8.00000000,2496.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,15,NI08070125-01,80HP PARTITION BOARD ZAM w/Earth mark,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,16,CG00900100-02,120HP LEAD BUSHING D9 EPT,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,17,LK14000200,xx)co)80HP L-TUBE Hs60,2.00000000,624.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,18,HB0179010P-01,HP-60~200 HOSE CLIP 17.5mm for L-TUBE (P,2.00000000,624.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,19,NP03000800-09,xx)co)80HP PARTITION GASKET,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,20,NE051210A1,M5X12 HEXAGON w/SMALL WASHER (trivalent),6.00000000,1872.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,21,HS08010007-04,"xx)co)HP-60/80 LOWER HOUSING (STD, green",1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,22,GK02000110,co)RUBBER FOOT 20x5.5x12 EPT Hs40,4.00000000,1248.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,23,NT05000200,CS PUSH NUT M5,4.00000000,1248.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,24,ECB750300MC,POWER CORD A'ssy Type C GROUND WIRE sepa,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,25,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,26,NE04081941-B,M4X8 P=3 BS EARTH SCREW,3.00000000,936.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,27,SWB0304010,HP-60/80/150/200/LL SR SWITCH A UL/CE,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,28,NE041214A0,M4x12 DELTA PT +BINDING HEAD (stainless,4.00000000,1248.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,29,FCB8002100,80HP FILTER COVER A'ssy (ABS) w/ BUSH an,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,30,JH00701000,SILICONE RUBBER TUBE D10-7 100m/ROLL,0.01000000,3.12000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,31,NE06300930,M6x30 +TRUSS HEAD SUS,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,32,JHB1826501,L-HOSE SET (60),1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,33,HU06010027-02,"xx)co)HP-60 UPPER HOUSING (M6 TAP, green",1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,34,KAB8001722,HP RUSSIA CE MANUAL SET SR w/EAC,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,35,LV00610500,xx)co)WARNING LABEL (RED),1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,36,DB04002622-01,HP-30~80 SIDE PAD,2.00000000,624.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,37,QN08000210-03,co)80HP SOUND ABSORBING NET FUJIRON5000Q,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,38,NE052010A4-B,M5X20 P=3 HEXAGON BLACK (trivalent),4.00000000,1248.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,39,AC20001300-01,xx)co)RATING LABEL (CE),1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,40,LV06009200,HP-60 TTC LABEL,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,41,DB08004560,co)HP-80 BOX(ENGLISH BOX),1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,42,DB08004501-01,HP-80 UPPER PAD,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,43,DB08004403,HP-80 BOTTOM PAD,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,44,FI08000150,80HP FILTER t14 PS/400,1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,45,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,312.00000000
HPI,3J00000271,1,60HP40074P,HP-60-S6003,10,46,AC19001200-01B,RATING LABEL 61x41(BLANK),4.00000000,1248.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,1,FM03270905-01,80HP FRAME ZAM w/ M4 TAP 15.8,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,2,CG00300401-01,co)HP FRAME LEAD BUSHING D13,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,3,DK00600300-01,co)V.C.R. TYPE B2,4.00000000,1248.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,4,NE047001A0,M4X70 FE,6.00000000,1872.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,5,SR08051701,SPACER 8-5-17 (HP-80),6.00000000,1872.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,6,EM1660308P,HP-80 EM0.85×560 120V UL 2P,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,7,EM1660309P,HP-80 EM0.85×560 120V UL P3P,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,8,JH00701000,SILICONE RUBBER TUBE D10-7 100m/ROLL,0.01000000,3.12000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,9,NT04090410,NUT M4 typeII (trivalent),6.00000000,1872.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,10,DFB6602001,HP-80 DF BLOCK,2.00000000,624.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,11,WA04090110-B,M4xD10x0.8 PLAIN WASHER (trivalent) (P),2.00000000,624.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,12,NT04090340-B,M4 LEAD LOCK NUT (trivalent) (P),2.00000000,624.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,13,RDB4600400,80HP MAGNETIZED FERRITE ROD,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,14,CSB6401012,HP-60/80 CASING BLOCK,2.00000000,624.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,15,NE042005A0,M4X20 P=2 (trivalent),8.00000000,2496.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,16,HS08010057-04,"xx)co)HP-60/80 LOWER HOUSING (#10-32UNF,",1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,17,NE050601A0,UNF#10-32x1/4 SCREW (trivalent),1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,18,GK02000110,co)RUBBER FOOT 20x5.5x12 EPT Hs40,4.00000000,1248.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,19,NT05000200,CS PUSH NUT M5,4.00000000,1248.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,20,NI08070125-01,80HP PARTITION BOARD ZAM w/Earth mark,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,21,CG00900100-02,120HP LEAD BUSHING D9 EPT,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,22,LK14000200,xx)co)80HP L-TUBE Hs60,2.00000000,624.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,23,HB0179010P-01,HP-60~200 HOSE CLIP 17.5mm for L-TUBE (P,2.00000000,624.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,24,NP03000830-01A,xx)co)80HP PARTITION GASKET t2 (E-4308),1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,25,NE04081941-B,M4X8 P=3 BS EARTH SCREW,3.00000000,936.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,26,NE051210A1,M5X12 HEXAGON w/SMALL WASHER (trivalent),6.00000000,1872.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,27,RG00900200,SUMI TUBE TYPE F2(Z) D9 BLACK 50m/ROLL,0.04000000,12.48000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,28,ECB81011MUT3,POWER CORD A'ssy SJTW 2m w/o GROMMET for,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,29,CD00400100,KITAGAWA KOGYO Nylon clamp NK-4N,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,30,NE041004A0,M4x10 P=1 +PAN HEAD (trivalent),1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,31,RG00900200,SUMI TUBE TYPE F2(Z) D9 BLACK 50m/ROLL,0.04000000,12.48000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,32,RCB3223009,GROUND WIRE A'ssy UL1015 AWG18 90mm G/Y,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,33,SWB0304010,HP-60/80/150/200/LL SR SWITCH A UL/CE,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,34,NE041214A0,M4x12 DELTA PT +BINDING HEAD (stainless,4.00000000,1248.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,35,HU08010027-04A,"xx)co)HP-80 UPPER HOUSING (M6,D4.8, gree",1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,36,LV08005300-00A,USER LOGO LABEL for Wholesale Septic Sup,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,37,FI08000150,80HP FILTER t14 PS/400,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,38,NE06300270,FE ±BINDING M6x30 Doluflake+Maiko paint,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,39,QN08000210-03,co)80HP SOUND ABSORBING NET FUJIRON5000Q,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,40,NE052010A4-B,M5X20 P=3 HEXAGON BLACK (trivalent),4.00000000,1248.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,41,LV08021312-00A,HP-80 UL LABEL,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,42,LV00510730,DATE CODE,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,43,FCB8002100,80HP FILTER COVER A'ssy (ABS) w/ BUSH an,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,44,KAB4000860,HP ENGLISH MANUAL SET SR,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,45,JHB1826501,L-HOSE SET (60),1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,46,NZB030225P,HP NOZZLE 10-32 UNF BLOCK w/ O-ring & Ma,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,47,DB08004430-01,HP-80 HIBLOW ARROW BOX,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,48,DB04002622-01,HP-30~80 SIDE PAD,2.00000000,624.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,49,DB08004501-01,HP-80 UPPER PAD,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,50,DB08004403,HP-80 BOTTOM PAD,1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,51,AC19001200-01B,RATING LABEL 61x41(BLANK),1.00000000,312.00000000
HPI,3J00000276,1,80HP20505P,HP-80-0152,10,52,LV08061010-00,HIBLOW LABEL for USA BOX,1.00000000,312.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,1,FM03270905-01,80HP FRAME ZAM w/ M4 TAP 15.8,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,2,CG00300401-01,co)HP FRAME LEAD BUSHING D13,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,3,DK00600300-01,co)V.C.R. TYPE B2,4.00000000,2496.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,4,NE047001A0,M4X70 FE,6.00000000,3744.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,5,SR08051701,SPACER 8-5-17 (HP-80),6.00000000,3744.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,6,EM1660308P,HP-80 EM0.85×560 120V UL 2P,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,7,EM1660309P,HP-80 EM0.85×560 120V UL P3P,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,8,JH00701000,SILICONE RUBBER TUBE D10-7 100m/ROLL,0.01000000,6.24000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,9,NT04090410,NUT M4 typeII (trivalent),6.00000000,3744.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,10,DFB6602001,HP-80 DF BLOCK,2.00000000,1248.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,11,WA04090110-B,M4xD10x0.8 PLAIN WASHER (trivalent) (P),2.00000000,1248.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,12,NT04090340-B,M4 LEAD LOCK NUT (trivalent) (P),2.00000000,1248.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,13,RDB4600400,80HP MAGNETIZED FERRITE ROD,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,14,CSB6401012,HP-60/80 CASING BLOCK,2.00000000,1248.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,15,NE042005A0,M4X20 P=2 (trivalent),8.00000000,4992.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,16,HS08010057-04,"xx)co)HP-60/80 LOWER HOUSING (#10-32UNF,",1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,17,NE050601A0,UNF#10-32x1/4 SCREW (trivalent),1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,18,GK02000110,co)RUBBER FOOT 20x5.5x12 EPT Hs40,4.00000000,2496.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,19,NT05000200,CS PUSH NUT M5,4.00000000,2496.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,20,NI08070125-01,80HP PARTITION BOARD ZAM w/Earth mark,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,21,CG00900100-02,120HP LEAD BUSHING D9 EPT,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,22,LK14000200,xx)co)80HP L-TUBE Hs60,2.00000000,1248.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,23,HB0179010P-01,HP-60~200 HOSE CLIP 17.5mm for L-TUBE (P,2.00000000,1248.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,24,NP03000830-01A,xx)co)80HP PARTITION GASKET t2 (E-4308),1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,25,NE04081941-B,M4X8 P=3 BS EARTH SCREW,3.00000000,1872.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,26,NE051210A1,M5X12 HEXAGON w/SMALL WASHER (trivalent),6.00000000,3744.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,27,RG00900200,SUMI TUBE TYPE F2(Z) D9 BLACK 50m/ROLL,0.04000000,24.96000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,28,ECB81011MUT3,POWER CORD A'ssy SJTW 2m w/o GROMMET for,1.00000000,624.00000000
HPI,3J00000277,1,80HP20506P,HP-80-0152,10,29,CD00400100,KITAGAWA KOGYO Nylon clamp NK-4N,1.00000000,624.00000000
